League,Home,Away,INC,Round,Date,Time,H_Score,A_Score,HT_H_Score,HT_A_Score,WIN,H_BET,X_BET,A_BET,WIN_BET,OVER_2.5,OVER_3.5,H_15,A_15,H_45_50,A_45_50,H_90,A_90,H_Missing_Players,A_Missing_Players,Missing_Players,H_Ball_Possession,A_Ball_Possession,H_Goal_Attempts,A_Goal_Attempts,H_Shots_on_Goal,A_Shots_on_Goal,H_Attacks,A_Attacks,H_Dangerous_Attacks,A_Dangerous_Attacks,H_Shots_off_Goal,A_Shots_off_Goal,H_Blocked_Shots,A_Blocked_Shots,H_Free_Kicks,A_Free_Kicks,H_Corner_Kicks,A_Corner_Kicks,H_Offsides,A_Offsides,H_Throw_in,A_Throw_in,H_Goalkeeper_Saves,A_Goalkeeper_Saves,H_Fouls,A_Fouls,H_Yellow_Cards,A_Yellow_Cards,Game Link
eredivisie,Vitesse,Heerenveen,"['09' Yellow_Away - Halilovic T.(Nadmierna ostrość)', '23' Yellow_Home - Buitink T.(Faul)', '45+1' Goal_Home - Bero M.(Penalty )', '75' Goal_Away - Sarr A.(Musaba A.)', '83' Goal_Away - Sarr A.(Madsen N.)']",32,08.05.2022,14:30,1.0,2.0,1.0,0.0,Away,1.95,3.65,3.95,3.95,True,False,False,False,True,False,False,False,5.0,3.0,2.0,46%,54%,12.0,13.0,6.0,4.0,107.0,76.0,37.0,50.0,6.0,6.0,0.0,3.0,8.0,12.0,4.0,8.0,2.0,2.0,26.0,24.0,3.0,5.0,10.0,7.0,1.0,1.0,https://www.flashscore.com/match/4pRaYlPM/#/match-summary/match-summary
serie-b,Perugia,Ascoli,"['03' Goal_Away - Saric D.(Collocolo M.)', '17' Yellow_Home - Burrai S.', '20' Yellow_Away - Buchel M.', '21' Goal_Home - Carretta M.', '48' Goal_Home - Rosi A.(Falzerano M.)', '51' Yellow_Away - Dionisi F.', '54' Goal_Away - Saric D.(D', '59' Goal_Away - Penalty Dionisi F.(Penalty )', '68' Yellow_Away - Botteghin E.', '75' Yellow_Home - Lisi F.', '80' Yellow_Home - Dell', '89' Yellow_Away - Eramo M.']",2,28.08.2021,20:30,2.0,3.0,1.0,1.0,Away,2.2,3.1,3.7,3.7,True,True,False,True,True,False,False,False,0.0,0.0,0.0,57%,43%,20.0,15.0,5.0,8.0,121.0,64.0,65.0,16.0,9.0,5.0,6.0,2.0,,,2.0,4.0,1.0,3.0,,,5.0,3.0,11.0,13.0,3.0,4.0,https://www.flashscore.com/match/4OwuPocG/#/match-summary/match-summary
premier-league,Manchester City,Aston Villa,"['36' Yellow_Away - Grealish J.(Nadmierna ostrość)', '46' Goal_Home - Sterling R.', '57' Yellow_Home - Fernandinho(Podcięcie)', '65' Goal_Home - Silva D.(De Bruyne K.)', '70' Goal_Home - Gundogan I.', '81' Yellow_Home - Gundogan I.(Podcięcie)', '87' Red_Card_Home - Żółta kartka / Fernandinho(Podcięcie)']",10,26.10.2019,13:30,3.0,0.0,0.0,0.0,Home,1.07,15.0,34.0,1.07,True,False,False,False,True,False,False,False,4.0,1.0,3.0,63%,37%,25.0,11.0,9.0,5.0,118.0,75.0,112.0,34.0,8.0,2.0,8.0,4.0,7.0,11.0,13.0,7.0,1.0,2.0,,,5.0,6.0,10.0,5.0,3.0,1.0,https://www.flashscore.com/match/KOZXZZpA/#/match-summary/match-summary
premier-league,Manchester City,Bournemouth,"['06' Goal_Home - Silva D.', '17' Yellow_Away - Kelly L.(Przytrzymywanie)', '39' Goal_Home - Gabriel Jesus(Silva D.)', '59' Var_Away', '88' Goal_Away - Brooks D.(Wilson C.)', '90+4' Yellow_Home - Garcia E.(Podcięcie)']",36,15.07.2020,19:00,2.0,1.0,2.0,0.0,Home,1.14,10.0,21.0,1.14,True,False,True,False,False,False,False,False,1.0,5.0,-4.0,73%,27%,8.0,14.0,4.0,3.0,144.0,88.0,58.0,64.0,4.0,6.0,0.0,5.0,13.0,12.0,3.0,5.0,2.0,2.0,,,2.0,2.0,10.0,10.0,1.0,1.0,https://www.flashscore.com/match/dCPSy69R/#/match-summary/match-summary
super-lig,Kasimpasa,Gaziantep,"['15' Yellow_Home - Hajradinovic H.', '21' Yellow_Home - Serbest T.', '22' Red_Card_Home - Żółta kartka / Hajradinovic H.', '24' Yellow_Away - Caulker S.', '35' Goal_Away - Djilobodji P.(Figueiredo J.)', '41' Goal_Home - Muleka J.', '62' Yellow_Home - Eysseric V.', '65' Red_Card_Away - Djilobodji P.', '65' Yellow_Away - Kitsiou S.', '69' Yellow_Away - El Messaoudi A.', '90+6' Goal_Home - Penalty Hadergjonaj F.(Penalty )']",31,03.04.2022,12:30,2.0,1.0,1.0,1.0,Home,1.85,3.75,3.95,1.85,True,False,False,False,False,False,True,False,1.0,3.0,-2.0,58%,42%,17.0,6.0,8.0,3.0,84.0,68.0,76.0,55.0,7.0,1.0,2.0,2.0,,,7.0,3.0,2.0,3.0,,,2.0,6.0,11.0,8.0,4.0,3.0,https://www.flashscore.com/match/8pvJQ0HI/#/match-summary/match-summary
ligue-1,Reims,Lille,"['36' Yellow_Home - Romao J.(Niesportowe zachowanie)', '40' Yellow_Away - Yazici Y.(Podcięcie)', '52' Red_Card_Away - Żółta kartka / Yazici Y.(Podcięcie)', '73' Goal_Home - Doumbia M.(Penalty )', '78' Yellow_Home - Doumbia M.(Faul)', '87' Yellow_Home - Chavalerin X.(Podcięcie)', '90' Goal_Home - Oudin R.', '90+3' Penalty_Missed_Away - Bamba J.()']",4,01.09.2019,15:00,2.0,0.0,0.0,0.0,Home,2.94,3.05,2.78,2.94,False,False,False,False,False,False,True,False,3.0,4.0,-1.0,40%,60%,12.0,11.0,5.0,3.0,86.0,112.0,49.0,41.0,4.0,5.0,3.0,3.0,16.0,18.0,5.0,1.0,0.0,2.0,,,3.0,3.0,19.0,15.0,3.0,2.0,https://www.flashscore.com/match/K6AdgkNt/#/match-summary/match-summary
bundesliga,TSG Hoffenheim,1. FC Koeln,"['31' Goal_Home - Bebou I.(Kramaric A.)', '33' Yellow_Home - Kaderabek P.(Podcięcie)', '49' Goal_Home - Bebou I.', '51' Goal_Home - Baumgartner C.(Raum D.)', '74' Goal_Home - Geiger D.', '80' Yellow_Away - Czichos R.(Nadmierna ostrość)', '87' Goal_Home - Posch S.(Kramaric A.)']",8,15.10.2021,20:30,5.0,0.0,1.0,0.0,Home,2.16,3.85,3.3,2.16,True,True,False,False,True,False,False,False,4.0,3.0,1.0,51%,49%,14.0,10.0,8.0,0.0,90.0,90.0,38.0,45.0,6.0,10.0,,,9.0,15.0,3.0,3.0,2.0,5.0,23.0,25.0,0.0,3.0,13.0,7.0,1.0,1.0,https://www.flashscore.com/match/Qs86yst1/#/match-summary/match-summary
championship,Sheffield Wed,Norwich,"['06' Yellow_Away - Gibson B.', '07' Goal_Home - Rhodes J.', '40' Yellow_Away - McLean K.', '45+3' Yellow_Home - Harris K.', '61' Goal_Away - Pukki T.(Skipp O.)', '71' Yellow_Home - Bannan B.', '77' Goal_Away - Cantwell T.(Buendia E.)', '90+3' Yellow_Away - Hugill J.']",36,14.03.2021,13:15,1.0,2.0,1.0,0.0,Away,6.6,3.95,1.57,1.57,True,False,True,False,False,False,False,False,8.0,5.0,3.0,41%,59%,12.0,12.0,4.0,3.0,68.0,148.0,24.0,42.0,5.0,5.0,3.0,4.0,,,3.0,5.0,1.0,0.0,,,1.0,3.0,17.0,9.0,2.0,3.0,https://www.flashscore.com/match/pjVu59wE/#/match-summary/match-summary
super-lig,Goztepe,Antalyaspor,"['22' Yellow_Home - Titi', '29' Goal_Away - Angelo D.(Ozturk B.)', '34' Yellow_Away - Ozmert H.', '55' Yellow_Home - Poko A.', '64' Yellow_Away - Celustka O.', '80' Yellow_Home - Gassama L.', '82' Yellow_Away - Kaplan F.']",1,18.08.2019,20:45,0.0,1.0,0.0,1.0,Away,1.68,3.7,4.5,4.5,False,False,False,False,False,False,False,False,4.0,1.0,3.0,57%,43%,7.0,10.0,1.0,3.0,136.0,94.0,93.0,44.0,3.0,6.0,3.0,1.0,15.0,14.0,5.0,5.0,1.0,2.0,,,2.0,1.0,15.0,13.0,3.0,3.0,https://www.flashscore.com/match/rLaLEsyq/#/match-summary/match-summary
laliga,Real Madryt,Valencia,"['21' Var_Away', '24' Yellow_Away - Gaya J.(Niesportowe zachowanie)', '61' Goal_Home - Benzema K.(Hazard E.)', '74' Goal_Home - Asensio M.(Mendy F.)', '84' Yellow_Away - Guillamon H.(Zagranie ręką)', '86' Goal_Home - Benzema K.(Asensio M.)', '89' Red_Card_Away - Lee Kang-In(Nadmierna ostrość)']",29,18.06.2020,22:00,3.0,0.0,0.0,0.0,Home,1.36,5.55,8.7,1.36,True,False,False,False,False,False,False,False,5.0,3.0,2.0,63%,37%,19.0,4.0,14.0,2.0,160.0,74.0,101.0,15.0,2.0,1.0,3.0,1.0,14.0,13.0,8.0,2.0,1.0,3.0,,,2.0,11.0,12.0,11.0,0.0,2.0,https://www.flashscore.com/match/0vgyOmwg/#/match-summary/match-summary
liga-portugal,Famalicao,Benfica,"['03' Yellow_Away - Goncalves D.(Podcięcie)', '06' Goal_Away - Nunez D.(Silva R.)', '15' Goal_Away - Nunez D.(Silva R.)', '25' Goal_Home - Rodrigues do Nascimento B. R.(Rodrigues I.)', '45+1' Yellow_Home - Rodrigues I.(Niesportowe zachowanie)', '46' Goal_Away - Silva R.(Taarabt A.)', '55' Goal_Away - Nunez D.(Silva R.)', '74' Yellow_Away - Weigl J.(Niesportowe zachowanie)', '74' Yellow_Home - Riccieli(Niesportowe zachowanie)']",14,12.12.2021,19:00,1.0,4.0,1.0,2.0,Away,5.8,4.2,1.6,1.6,True,True,False,True,False,True,False,False,2.0,3.0,-1.0,42%,58%,13.0,6.0,2.0,4.0,112.0,96.0,42.0,28.0,5.0,2.0,6.0,0.0,,,5.0,2.0,2.0,3.0,,,0.0,1.0,14.0,13.0,2.0,2.0,https://www.flashscore.com/match/IZ5lHdgj/#/match-summary/match-summary
2-bundesliga,Rostock,Paderborn,"['35' Yellow_Home - Neidhart N.', '70' Yellow_Home - Frode L.', '73' Yellow_Away - Thalhammer M.']",32,30.04.2022,13:30,0.0,0.0,0.0,0.0,Draw,2.25,3.55,3.15,3.55,False,False,False,False,False,False,False,False,0.0,0.0,0.0,38%,62%,13.0,13.0,3.0,6.0,87.0,122.0,29.0,55.0,10.0,7.0,,,9.0,8.0,4.0,7.0,2.0,0.0,12.0,21.0,6.0,3.0,13.0,10.0,2.0,1.0,https://www.flashscore.com/match/8tty1jeD/#/match-summary/match-summary
laliga,Barcelona,Celta Vigo,"['23' Goal_Home - Messi L.(Penalty )', '25' Yellow_Home - Umtiti S.(Podcięcie)', '40' Yellow_Home - Messi L.(Podcięcie)', '42' Goal_Away - Olaza L.', '45' Yellow_Away - Beltran F.(Przytrzymywanie)', '45+1' Goal_Home - Messi L.', '48' Goal_Home - Messi L.', '52' Yellow_Home - Roberto S.(Nadmierna ostrość)', '85' Goal_Home - Busquets S.', '88' Yellow_Home - Busquets S.(Podcięcie)']",13,09.11.2019,21:00,4.0,1.0,2.0,1.0,Home,1.22,7.3,11.5,1.22,True,True,False,False,True,False,False,False,1.0,5.0,-4.0,61%,39%,10.0,6.0,7.0,5.0,138.0,86.0,47.0,31.0,3.0,1.0,0.0,0.0,16.0,19.0,2.0,2.0,1.0,3.0,,,4.0,3.0,18.0,14.0,4.0,1.0,https://www.flashscore.com/match/CQpMNA8T/#/match-summary/match-summary
serie-b,Cosenza,Entella,"['14' Yellow_Home - Bruccini M.', '31' Yellow_Away - Paolucci A.', '41' Yellow_Home - Litteri G.', '43' Yellow_Home - Ingrosso G.', '65' Yellow_Away - Brescianini M.']",1,26.09.2020,14:00,0.0,0.0,0.0,0.0,Draw,2.25,3.1,3.35,3.1,False,False,False,False,False,False,False,False,0.0,0.0,0.0,46%,54%,2.0,7.0,2.0,5.0,111.0,101.0,32.0,40.0,0.0,2.0,0.0,0.0,18.0,17.0,7.0,5.0,3.0,3.0,,,5.0,2.0,14.0,15.0,3.0,2.0,https://www.flashscore.com/match/nV5l7kHL/#/match-summary/match-summary
super-lig,Goztepe,Adana Demirspor,"['12' Yellow_Home - Lourency', '16' Goal_Away - Balotelli M.(Akgun Y.)', '20' Yellow_Away - Inler G.', '50' Yellow_Home - Arslanagic D.', '77' Own_Home - Rassoul J. K.()']",19,26.12.2021,14:00,1.0,1.0,0.0,1.0,Draw,2.5,3.25,2.68,3.25,False,False,False,False,False,False,False,False,1.0,0.0,1.0,66%,34%,15.0,9.0,4.0,4.0,149.0,124.0,106.0,45.0,8.0,2.0,3.0,3.0,,,7.0,3.0,5.0,1.0,,,3.0,3.0,15.0,14.0,2.0,1.0,https://www.flashscore.com/match/6JnlL5SB/#/match-summary/match-summary
bundesliga,Bayern Monachium,SC Freiburg,"['30' Goal_Home - Goretzka L.(Mueller T.)', '75' Goal_Home - Lewandowski R.(Sane L.)', '90+3' Goal_Away - Haberer J.']",11,06.11.2021,15:30,2.0,1.0,1.0,0.0,Home,1.2,8.0,14.5,1.2,True,False,False,False,False,False,False,True,2.0,3.0,-1.0,62%,38%,29.0,14.0,11.0,4.0,120.0,121.0,59.0,48.0,18.0,10.0,,,13.0,8.0,6.0,4.0,3.0,0.0,16.0,13.0,3.0,9.0,5.0,13.0,,,https://www.flashscore.com/match/tfCSaHOI/#/match-summary/match-summary
serie-b,Brescia,Crotone,"['23' Yellow_Away - Nedelcearu I.', '29' Yellow_Home - Mateju A.', '34' Goal_Home - Leris M.(Bajic R.)', '45' Yellow_Away - Benali A.', '67' Goal_Home - Moreo S.(Jagiełło F.)', '69' Goal_Away - Mulattieri S.(Maric M.)', '77' Yellow_Away - Mogos V.', '82' Goal_Away - Mulattieri S.', '88' Yellow_Away - Donsah G.']",4,17.09.2021,20:30,2.0,2.0,1.0,0.0,Draw,1.91,3.6,4.0,3.6,True,True,False,False,False,False,False,False,0.0,0.0,0.0,45%,55%,14.0,9.0,3.0,3.0,111.0,107.0,33.0,47.0,7.0,3.0,4.0,3.0,,,3.0,7.0,1.0,1.0,,,1.0,1.0,14.0,11.0,1.0,4.0,https://www.flashscore.com/match/pQqx2NaB/#/match-summary/match-summary
eredivisie,Utrecht,Sittard,"['04' Goal_Home - Kerk G.(Klaiber S.)', '14' Goal_Home - van de Streek S.(Kerk G.)', '32' Goal_Home - Gustafson S.(Penalty )', '35' Yellow_Away - Smeets J.(Podcięcie)', '59' Goal_Home - van de Streek S.(Gustafson S.)', '70' Goal_Home - Gustafson S.(Penalty )', '83' Goal_Home - Makienok S.(Klaiber S.)', '90+1' Yellow_Away - Ninaj B.(Podcięcie)']",12,03.11.2019,14:30,6.0,0.0,3.0,0.0,Home,1.28,6.0,9.8,1.28,True,True,True,False,False,False,False,False,0.0,3.0,-3.0,59%,41%,15.0,2.0,8.0,1.0,133.0,88.0,67.0,15.0,5.0,1.0,2.0,0.0,14.0,11.0,8.0,1.0,2.0,1.0,,,1.0,2.0,8.0,15.0,0.0,2.0,https://www.flashscore.com/match/jZ4vuE9F/#/match-summary/match-summary
ligue-1,Nantes,Metz,"['29' Goal_Home - Kolo Muani R.(Corchia S.)', '40' Yellow_Home - Abeid M.(Nadmierna ostrość)', '45+2' Yellow_Home - Fabio(Zagranie ręką)', '45+4' Goal_Away - Leya A.(Penalty )', '71' Yellow_Away - Fofana M.(Nadmierna ostrość)', '84' Yellow_Away - Oukidja A.(Opóźnianie gry)', '87' Yellow_Away - Boye J.(Faul)']",11,22.11.2020,13:00,1.0,1.0,1.0,1.0,Draw,2.3,3.22,3.55,3.22,False,False,False,False,False,True,False,False,6.0,6.0,0.0,67%,33%,17.0,10.0,5.0,4.0,140.0,86.0,76.0,39.0,7.0,2.0,5.0,4.0,17.0,19.0,6.0,2.0,2.0,2.0,,,3.0,4.0,18.0,15.0,2.0,3.0,https://www.flashscore.com/match/nZenqpiS/#/match-summary/match-summary
fortuna-1-liga,Zagłębie Sosnowiec,Radomiak Radom,"['47' Own_Away - Polczak P.()', '86' Yellow_Home - Gojny D.', '90' Yellow_Away - Cichocki M.', '90' Yellow_Away - Leandro']",29,07.05.2021,17:40,0.0,1.0,0.0,0.0,Away,3.65,3.5,2.08,2.08,False,False,False,False,False,False,False,False,0.0,0.0,0.0,56%,44%,10.0,7.0,3.0,2.0,81.0,71.0,33.0,36.0,5.0,2.0,2.0,3.0,16.0,18.0,2.0,5.0,4.0,2.0,,,2.0,3.0,14.0,14.0,1.0,2.0,https://www.flashscore.com/match/WUgbI9B0/#/match-summary/match-summary
premier-league,Leeds,Southampton,"['29' Goal_Home - Harrison J.', '49' Goal_Away - Ward-Prowse J.', '58' Yellow_Home - Ayling L.(Faul)', '63' Yellow_Away - Elyounoussi M.(Przytrzymywanie)', '90+3' Yellow_Home - Marsch J.(Poza boiskiem)']",31,02.04.2022,16:00,1.0,1.0,1.0,0.0,Draw,2.5,3.6,2.81,3.6,False,False,False,False,False,True,False,False,5.0,2.0,3.0,56%,44%,12.0,14.0,3.0,6.0,112.0,136.0,42.0,65.0,2.0,4.0,7.0,4.0,8.0,11.0,4.0,7.0,0.0,0.0,22.0,18.0,5.0,2.0,14.0,7.0,1.0,1.0,https://www.flashscore.com/match/2qBBAMyN/#/match-summary/match-summary
ligue-2,Le Havre,Dunkerque,"['28' Yellow_Away - Cisse I.', '45+1' Yellow_Away - Vialla T.', '46' Goal_Away - Tchokounte M.(Kebbal I.)', '81' Yellow_Away - Huysman J.', '83' Goal_Home - Penalty Bonnet A.(Penalty )']",26,20.02.2021,19:00,1.0,1.0,0.0,0.0,Draw,1.93,3.18,4.3,3.18,False,False,False,False,False,True,False,False,0.0,0.0,0.0,59%,41%,14.0,8.0,9.0,2.0,130.0,92.0,108.0,69.0,4.0,4.0,1.0,2.0,,,4.0,2.0,1.0,1.0,,,1.0,8.0,11.0,22.0,0.0,3.0,https://www.flashscore.com/match/dzQcNFAm/#/match-summary/match-summary
serie-b,L.R. Vicenza,Crotone,"['13' Yellow_Away - Canestrelli S.', '16' Yellow_Away - Schnegg D.', '23' Yellow_Home - Maggio C.', '28' Yellow_Home - Brosco R.', '29' Own_Home - Schnegg D.()', '35' Yellow_Away - Awua T.', '36' Yellow_Home - Teodorczyk L.', '40' Goal_Away - Marras M.(Cangiano G.)', '44' Red_Card_Away - Żółta kartka / Schnegg D.', '90+2' Yellow_Away - Kone B. L.']",33,06.04.2022,19:00,1.0,1.0,1.0,1.0,Draw,2.45,3.1,3.05,3.1,False,False,False,False,False,False,False,False,0.0,0.0,0.0,48%,52%,11.0,7.0,3.0,1.0,123.0,101.0,48.0,38.0,3.0,4.0,5.0,2.0,,,9.0,4.0,3.0,1.0,,,0.0,2.0,11.0,8.0,3.0,5.0,https://www.flashscore.com/match/llaNj3rj/#/match-summary/match-summary
super-lig,Basaksehir,Antalyaspor,"['15' Yellow_Away - Charles', '17' Yellow_Home - Crivelli E.', '59' Yellow_Away - Angelo D.', '60' Goal_Home - Clichy G.(Elia E.)', '63' Goal_Home - Aleksic D.(Clichy G.)', '79' Yellow_Away - Celustka O.']",13,01.12.2019,14:30,2.0,0.0,0.0,0.0,Home,1.47,4.25,5.8,1.47,False,False,False,False,False,False,False,False,2.0,1.0,1.0,51%,49%,12.0,14.0,4.0,5.0,100.0,109.0,77.0,67.0,7.0,8.0,1.0,1.0,19.0,18.0,7.0,2.0,2.0,2.0,24.0,19.0,5.0,2.0,16.0,18.0,1.0,3.0,https://www.flashscore.com/match/2J7jyB63/#/match-summary/match-summary
ligue-1,Rennes,Lyon,"['25' Yellow_Home - Santamaria B.(Podcięcie)', '34' Yellow_Home - Omari W.(Faul)', '40' Yellow_Away - Guimaraes B.(Faul)', '45' Goal_Home - Laborde G.(Bourigeaud B.)', '51' Goal_Home - Traore H.', '51' Yellow_Away - Slimani I.(Niesportowe zachowanie)', '76' Goal_Home - Truffert A.(Tait F.)', '83' Goal_Home - Truffert A.(Sulemana K.)', '90+2' Goal_Away - Lucas Paqueta(Penalty )']",13,07.11.2021,20:45,4.0,1.0,2.0,0.0,Home,2.6,3.55,2.7,2.6,True,True,False,False,True,False,False,True,3.0,5.0,-2.0,48%,52%,25.0,6.0,12.0,4.0,131.0,92.0,61.0,33.0,8.0,2.0,5.0,0.0,19.0,20.0,7.0,2.0,5.0,2.0,20.0,15.0,3.0,8.0,12.0,12.0,2.0,2.0,https://www.flashscore.com/match/dzjyCA47/#/match-summary/match-summary
laliga2,Espanyol,Almeria,"['09' Goal_Home - de Tomas R.(Pedrosa A.)', '25' Yellow_Home - Darder S.', '44' Yellow_Away - Balliu I.', '51' Goal_Away - Penalty Corpas J.(Penalty )', '69' Yellow_Home - Moreno V.(Poza boiskiem)', '83' Yellow_Away - Corpas J.', '84' Goal_Home - Penalty de Tomas R.(Penalty )', '90+2' Yellow_Away - Gomes Jose(Poza boiskiem)']",19,20.12.2020,16:00,2.0,1.0,1.0,0.0,Home,1.84,3.3,4.35,1.84,True,False,True,False,False,False,False,False,0.0,0.0,0.0,41%,59%,15.0,9.0,5.0,4.0,81.0,91.0,48.0,73.0,5.0,4.0,5.0,1.0,,,3.0,4.0,1.0,2.0,,,3.0,3.0,7.0,17.0,1.0,2.0,https://www.flashscore.com/match/fmcFs0QE/#/match-summary/match-summary
league-two,Southend,Carlisle,"['17' Goal_Away - Zanzala O.(Hayden A.)', '31' Yellow_Away - McDonald R.', '37' Penalty_Missed_Home - Akinola S.()', '38' Yellow_Home - Taylor K.', '79' Goal_Away - Toure G.(Alessandra L.)']",39,03.04.2021,14:00,0.0,2.0,0.0,1.0,Away,3.15,3.0,2.3,2.3,False,False,False,False,False,False,False,False,0.0,0.0,0.0,53%,47%,4.0,8.0,1.0,4.0,86.0,96.0,34.0,54.0,1.0,2.0,2.0,2.0,17.0,10.0,4.0,6.0,2.0,5.0,33.0,32.0,2.0,1.0,8.0,11.0,1.0,1.0,https://www.flashscore.com/match/UyQS2zKK/#/match-summary/match-summary
fortuna-1-liga,Miedź Legnica,Zagłębie Sosnowiec,"['09' Yellow_Home - Drzazga K.', '37' Yellow_Home - Mijuskovic N.', '42' Yellow_Away - Ambrosiewicz M.', '45+3' Yellow_Home - Garuch M.', '45+3' Yellow_Home - Lenarcik P.', '45+3' Yellow_Home - Pinillos D.', '45+4' Goal_Away - Penalty Gregorio G.(Penalty )', '50' Yellow_Home - Biernat M.', '78' Goal_Home - Lehaire M.']",34,13.06.2021,12:40,1.0,1.0,0.0,1.0,Draw,1.97,3.77,3.8,3.77,False,False,False,False,False,True,False,False,0.0,0.0,0.0,46%,54%,12.0,16.0,4.0,8.0,87.0,90.0,56.0,57.0,7.0,6.0,1.0,2.0,15.0,15.0,7.0,6.0,1.0,3.0,,,7.0,3.0,15.0,12.0,6.0,1.0,https://www.flashscore.com/match/SWe0e4Q8/#/match-summary/match-summary
serie-a,AC Milan,Lazio,"['10' Goal_Home - Rebic A.(Calhanoglu H.)', '17' Goal_Home - Calhanoglu H.(Penalty )', '27' Yellow_Away - Inzaghi S.(Poza boiskiem)', '28' Goal_Away - Alberto L.', '28' Penalty_Missed_Away - Immobile C.()', '39' Yellow_Away - Escalante G.(Faul)', '41' Yellow_Home - Krunic R.(Podcięcie)', '44' Yellow_Home - Pioli S.(Poza boiskiem)', '59' Goal_Away - Immobile C.(Milinkovic-Savic S.)', '64' Yellow_Away - Alberto L.(Podcięcie)', '78' Yellow_Home - Hernandez T.(Nadmierna ostrość)', '80' Yellow_Away - Akpa Akpro J.(Podcięcie)', '88' Yellow_Away - Muriqi V.(Podcięcie)', '90+2' Goal_Home - Hernandez T.(Calhanoglu H.)']",14,23.12.2020,20:45,3.0,2.0,2.0,1.0,Home,2.18,3.6,3.4,2.18,True,True,True,False,False,False,True,False,5.0,5.0,0.0,39%,61%,13.0,15.0,5.0,9.0,91.0,133.0,46.0,55.0,4.0,4.0,4.0,2.0,13.0,10.0,4.0,6.0,2.0,0.0,,,7.0,2.0,9.0,14.0,2.0,4.0,https://www.flashscore.com/match/Us3gBpQT/#/match-summary/match-summary
championship,Stoke,Reading,"['24' Yellow_Home - McClean J.', '64' Yellow_Home - Batth D.', '86' Yellow_Home - Brown J.']",28,06.02.2021,16:00,0.0,0.0,0.0,0.0,Draw,2.65,3.1,2.93,3.1,False,False,False,False,False,False,False,False,1.0,3.0,-2.0,51%,49%,10.0,8.0,2.0,1.0,132.0,92.0,57.0,30.0,6.0,2.0,2.0,5.0,,,6.0,4.0,2.0,2.0,,,1.0,2.0,14.0,8.0,3.0,0.0,https://www.flashscore.com/match/QmLebq48/#/match-summary/match-summary
liga-portugal,Braga,Santa Clara,"['29' Yellow_Home - Castro A.', '34' Yellow_Away - Morita H.', '37' Yellow_Home - Fabiano Silva', '41' Yellow_Away - Mansur', '53' Yellow_Away - Carvalho A.', '75' Yellow_Home - Tormena', '78' Red_Card_Away - Żółta kartka / Mansur', '89' Red_Card_Away - Żółta kartka / Morita H.']",24,28.02.2022,21:15,0.0,0.0,0.0,0.0,Draw,1.63,4.0,5.6,4.0,False,False,False,False,False,False,False,False,4.0,2.0,2.0,56%,44%,16.0,9.0,4.0,1.0,123.0,108.0,74.0,39.0,9.0,3.0,3.0,5.0,,,2.0,8.0,3.0,3.0,,,1.0,4.0,14.0,12.0,3.0,5.0,https://www.flashscore.com/match/zTw2PZ30/#/match-summary/match-summary
serie-b,Reggina,Venezia,"['11' Goal_Home - Lafferty K.(De Rose F.)', '38' Yellow_Home - Lafferty K.', '41' Yellow_Home - Di Chiara G.', '56' Yellow_Home - Rolando G.', '59' Yellow_Away - Cremonesi M.', '72' Yellow_Home - Liotti D.', '76' Goal_Away - Aramu M.', '81' Yellow_Away - Vacca A.', '83' Goal_Away - Bocalon R.(Di Mariano F.)', '83' Yellow_Away - Bocalon R.', '85' Yellow_Away - Di Mariano F.', '87' Yellow_Home - Bellomo N.']",12,14.12.2020,21:00,1.0,2.0,1.0,0.0,Away,3.1,3.1,2.43,2.43,True,False,True,False,False,False,False,False,0.0,0.0,0.0,41%,59%,12.0,14.0,2.0,5.0,86.0,121.0,39.0,37.0,3.0,4.0,7.0,5.0,,,6.0,6.0,2.0,0.0,,,3.0,1.0,27.0,18.0,5.0,4.0,https://www.flashscore.com/match/nLpRFVkt/#/match-summary/match-summary
league-one,Hull,Northampton,"['27' Yellow_Away - Horsfall F.', '30' Goal_Home - Elder C.(Lewis-Potter K.)', '44' Goal_Home - Lewis-Potter K.(Magennis J.)', '48' Yellow_Away - Sheehan A.', '71' Yellow_Away - McWilliams S.', '90+3' Goal_Home - Whyte G.(Elder C.)']",40,05.04.2021,16:00,3.0,0.0,2.0,0.0,Home,1.54,3.7,6.2,1.54,True,False,False,False,False,False,True,False,0.0,0.0,0.0,55%,45%,13.0,3.0,4.0,0.0,94.0,79.0,55.0,17.0,6.0,2.0,3.0,1.0,12.0,12.0,5.0,0.0,3.0,1.0,20.0,30.0,0.0,1.0,9.0,11.0,0.0,3.0,https://www.flashscore.com/match/6XFIZ7Vb/#/match-summary/match-summary
league-two,Leyton Orient,Tranmere,"['29' Yellow_Away - O', '37' Goal_Away - Hemmings K.(Cogley J.)', '45' Yellow_Away - Davies T.', '55' Yellow_Away - Hemmings K.', '69' Yellow_Away - Warrington L.', '78' Yellow_Home - Archibald T.']",46,07.05.2022,16:00,0.0,1.0,0.0,1.0,Away,2.6,3.15,2.75,2.75,False,False,False,False,False,False,False,False,0.0,0.0,0.0,64%,36%,10.0,9.0,2.0,1.0,115.0,94.0,41.0,25.0,4.0,6.0,4.0,2.0,11.0,12.0,10.0,3.0,3.0,1.0,28.0,19.0,0.0,2.0,9.0,13.0,1.0,4.0,https://www.flashscore.com/match/6ZQEAnBt/#/match-summary/match-summary
