League,Home,Away,INC,Round,Date,Time,H_Score,A_Score,HT_H_Score,HT_A_Score,WIN,H_BET,X_BET,A_BET,WIN_BET,OVER_2.5,OVER_3.5,H_15,A_15,H_45_50,A_45_50,H_90,A_90,H_Missing_Players,A_Missing_Players,Missing_Players,H_Ball_Possession,A_Ball_Possession,H_Goal_Attempts,A_Goal_Attempts,H_Shots_on_Goal,A_Shots_on_Goal,H_Attacks,A_Attacks,H_Dangerous_Attacks,A_Dangerous_Attacks,H_Shots_off_Goal,A_Shots_off_Goal,H_Blocked_Shots,A_Blocked_Shots,H_Free_Kicks,A_Free_Kicks,H_Corner_Kicks,A_Corner_Kicks,H_Offsides,A_Offsides,H_Throw_in,A_Throw_in,H_Goalkeeper_Saves,A_Goalkeeper_Saves,H_Fouls,A_Fouls,H_Yellow_Cards,A_Yellow_Cards,Game Link
serie-b,Reggina,Parma,"['07' Yellow_Away - Schiattarella P.', '14' Goal_Home - Menez J.(Di Chiara G.)', '32' Yellow_Home - Bellomo N.', '39' Yellow_Away - Man D.', '41' Yellow_Away - Vazquez F.', '43' Yellow_Home - Cionek T.', '55' Yellow_Home - Menez J.', '61' Yellow_Home - Di Chiara G.', '65' Yellow_Home - Stavropoulos D.', '71' Yellow_Away - Juric S.', '72' Goal_Home - Penalty Galabinov A.(Penalty )', '75' Yellow_Away - Mihaila V.', '82' Goal_Away - Vazquez F.(Cobbaut E.)']",9,24.10.2021,16:15,2.0,1.0,1.0,0.0,Home,2.8,3.1,2.65,2.8,True,False,True,False,False,False,False,False,0.0,0.0,0.0,41%,59%,16.0,11.0,6.0,3.0,86.0,130.0,31.0,45.0,5.0,4.0,5.0,4.0,,,2.0,7.0,1.0,1.0,,,2.0,4.0,12.0,19.0,5.0,5.0,https://www.flashscore.com/match/tjQMWgMa/#/match-summary/match-summary
championship,Norwich,Sheffield Wed,"['22' Yellow_Away - Odubajo M.', '60' Goal_Away - Windass J.(Reach A.)', '70' Yellow_Away - Borner J.', '79' Yellow_Home - Skipp O.', '81' Goal_Home - Martin J.(Vrancic M.)', '84' Goal_Home - Aarons M. J.(Vrancic M.)']",16,05.12.2020,16:00,2.0,1.0,0.0,0.0,Home,1.79,3.65,4.8,1.79,True,False,False,False,False,False,False,False,10.0,6.0,4.0,70%,30%,19.0,11.0,4.0,5.0,137.0,71.0,63.0,38.0,8.0,6.0,7.0,0.0,,,9.0,4.0,0.0,5.0,,,4.0,2.0,7.0,11.0,1.0,2.0,https://www.flashscore.com/match/dSXesQzo/#/match-summary/match-summary
serie-a,Spezia,Benevento,"['24' Goal_Away - Gaich A.', '25' Yellow_Home - Bastoni S.(Podcięcie)', '44' Yellow_Away - Improta R.(Przytrzymywanie)', '71' Goal_Home - Verde D.', '73' Yellow_Away - Barba F.(Faul)', '79' Yellow_Away - Sau M.(Faul)', '80' Yellow_Home - Erlic M.(Faul)', '90+2' Yellow_Away - Dabo B.(Przytrzymywanie)']",26,06.03.2021,15:00,1.0,1.0,0.0,1.0,Draw,2.24,3.4,3.45,3.4,False,False,False,False,False,False,False,False,3.0,4.0,-1.0,72%,28%,14.0,5.0,7.0,2.0,108.0,46.0,46.0,17.0,5.0,3.0,2.0,0.0,19.0,15.0,3.0,1.0,2.0,2.0,,,1.0,6.0,13.0,17.0,2.0,4.0,https://www.flashscore.com/match/thi7fA24/#/match-summary/match-summary
2-bundesliga,St. Pauli,Osnabruck,"['43' Yellow_Away - Henning B.', '56' Yellow_Away - Trapp M.', '65' Yellow_Away - Beermann T.', '66' Yellow_Away - Amenyido E.', '86' Goal_Away - Blacha D.', '89' Yellow_Home - Lawrence J.']",9,27.11.2020,18:30,0.0,1.0,0.0,0.0,Away,2.41,3.45,2.97,2.97,False,False,False,False,False,False,False,False,0.0,0.0,0.0,53%,47%,19.0,10.0,4.0,4.0,144.0,114.0,83.0,73.0,15.0,6.0,,,10.0,10.0,7.0,3.0,1.0,1.0,20.0,17.0,3.0,4.0,9.0,10.0,1.0,4.0,https://www.flashscore.com/match/AiZ2SkkQ/#/match-summary/match-summary
eredivisie,Nijmegen,PSV,"['08' Goal_Home - Mattsson M.', '63' Var_Away', '68' Yellow_Home - Schone L.(Nadmierna ostrość)', '80' Goal_Away - Vertessen Y.(Gakpo C.)', '90' Goal_Away - Carlos(Romero M.)', '90+2' Yellow_Away - Carlos(Nadmierna ostrość)', '90+6' Yellow_Home - Proper D.(Nadmierna ostrość)']",16,12.12.2021,20:00,1.0,2.0,1.0,0.0,Away,9.4,5.65,1.31,1.31,True,False,True,False,False,False,False,True,6.0,10.0,-4.0,30%,70%,6.0,29.0,6.0,10.0,68.0,135.0,15.0,105.0,0.0,8.0,0.0,11.0,15.0,19.0,1.0,14.0,4.0,3.0,13.0,29.0,8.0,5.0,17.0,13.0,2.0,1.0,https://www.flashscore.com/match/zeSxcbrs/#/match-summary/match-summary
serie-a,Fiorentina,AS Roma,"['40' Yellow_Away - Mancini G.(Nadmierna ostrość)', '48' Goal_Away - Spinazzola L.(Mancini G.)', '60' Own_Home - Spinazzola L.()', '71' Yellow_Home - Ribery F.(Podcięcie)', '74' Yellow_Away - Kumbulla M.(Przytrzymywanie)', '88' Goal_Away - Diawara A.(Karsdorp R.)']",25,03.03.2021,20:45,1.0,2.0,0.0,0.0,Away,3.65,3.5,2.07,2.07,True,False,False,False,False,True,False,False,2.0,6.0,-4.0,47%,53%,6.0,12.0,2.0,6.0,90.0,134.0,35.0,51.0,3.0,4.0,1.0,2.0,19.0,12.0,2.0,3.0,2.0,4.0,,,4.0,1.0,10.0,15.0,1.0,2.0,https://www.flashscore.com/match/IeBwuV2H/#/match-summary/match-summary
laliga,Betis,Atl. Madryt,"['02' Goal_Away - Joao Felix(Correa A.)', '23' Yellow_Home - Iglesias B.(Przytrzymywanie)', '27' Yellow_Away - Simeone D.(Poza boiskiem)', '34' Yellow_Away - Herrera H.(Niesportowe zachowanie)', '40' Yellow_Home - Akouokou P.(Nadmierna ostrość)', '45+5' Goal_Home - Tello C.(Sabaly Y.)', '50' Yellow_Home - Bartra M.(Faul)', '61' Goal_Away - Joao Felix(Llorente M.)', '63' Yellow_Away - Carrasco Y.(Podcięcie)', '71' Yellow_Home - Tello C.(Podcięcie)', '80' Goal_Away - Lemar T.(Griezmann A.)', '87' Yellow_Away - Llorente M.(Niesportowe zachowanie)', '87' Yellow_Home - Ruibal A.(Niesportowe zachowanie)']",27,06.03.2022,21:00,1.0,3.0,1.0,1.0,Away,3.4,3.25,2.32,2.32,True,True,False,True,True,False,False,False,5.0,6.0,-1.0,65%,35%,18.0,8.0,6.0,6.0,156.0,73.0,66.0,19.0,4.0,2.0,8.0,0.0,10.0,16.0,10.0,3.0,0.0,1.0,19.0,18.0,3.0,5.0,16.0,10.0,5.0,3.0,https://www.flashscore.com/match/OOKEgDCT/#/match-summary/match-summary
serie-b,Reggiana,Monza,"['32' Yellow_Home - Varone I.', '42' Yellow_Away - Sampirisi M.', '54' Goal_Home - Radrezza I.', '61' Yellow_Home - Ajeti Ar.', '68' Yellow_Home - Cerofolini M.', '70' Goal_Home - Kargbo A.(Radrezza I.)', '83' Yellow_Away - Bellusci G.', '86' Goal_Home - Mazzocchi S.(Martinelli R.)', '90' Red_Card_Home - Cambiaghi N.', '90+2' Yellow_Home - Martinelli R.']",10,06.12.2020,15:00,3.0,0.0,0.0,0.0,Home,5.2,3.4,1.75,5.2,True,False,False,False,False,False,False,False,0.0,0.0,0.0,41%,59%,10.0,16.0,5.0,5.0,56.0,102.0,22.0,63.0,4.0,5.0,1.0,6.0,,,2.0,11.0,2.0,3.0,,,5.0,2.0,12.0,21.0,4.0,2.0,https://www.flashscore.com/match/pCryOYQ2/#/match-summary/match-summary
eredivisie,Twente,Ajax,"['10' Yellow_Home - Menig Q.(Przytrzymywanie)', '17' Yellow_Away - Klaassen D.(Uderzenie łokciem)', '51' Goal_Away - Haller S.', '55' Yellow_Away - Haller S.(Podcięcie)', '86' Goal_Home - Propper R.']",2,22.08.2021,12:15,1.0,1.0,0.0,0.0,Draw,11.5,6.0,1.28,6.0,False,False,False,False,False,False,False,False,,,,38%,62%,13.0,9.0,3.0,3.0,91.0,125.0,22.0,77.0,6.0,4.0,4.0,2.0,14.0,12.0,1.0,7.0,1.0,2.0,27.0,25.0,2.0,2.0,11.0,12.0,1.0,2.0,https://www.flashscore.com/match/jXe7HG6s/#/match-summary/match-summary
ligue-1,Strasbourg,Troyes,"['19' Goal_Away - Touzghar Y.(Kouame R.)', '35' Yellow_Away - Biancone G.(Nadmierna ostrość)', '39' Yellow_Home - Fila K.(Nadmierna ostrość)', '43' Yellow_Home - Perrin L.(Przytrzymywanie)', '75' Yellow_Home - Majeed W.(Symulowanie)', '77' Goal_Home - Thomasson A.']",3,22.08.2021,15:00,1.0,1.0,0.0,1.0,Draw,1.98,3.5,4.25,3.5,False,False,False,False,False,False,False,False,,,,60%,40%,14.0,10.0,4.0,6.0,152.0,65.0,84.0,22.0,6.0,2.0,4.0,2.0,25.0,23.0,6.0,3.0,4.0,2.0,29.0,12.0,5.0,3.0,16.0,17.0,3.0,1.0,https://www.flashscore.com/match/UiYFU7zo/#/match-summary/match-summary
league-one,Sunderland,Wimbledon,"['42' Goal_Away - Penalty Pigott J.(Penalty )', '49' Yellow_Away - Reilly C.', '62' Goal_Home - Wright B.(Diamond J.)', '70' Yellow_Away - Longman R.']",18,15.12.2020,20:00,1.0,1.0,0.0,1.0,Draw,1.65,3.8,4.45,3.8,False,False,False,False,False,False,False,False,0.0,0.0,0.0,72%,28%,10.0,10.0,4.0,5.0,140.0,65.0,61.0,26.0,4.0,5.0,2.0,0.0,,,5.0,3.0,2.0,0.0,,,4.0,3.0,10.0,12.0,0.0,2.0,https://www.flashscore.com/match/CpROG4mm/#/match-summary/match-summary
bundesliga,Borussia Dortmund,RB Lipsk,"['21' Goal_Away - Laimer K.(Nkunku C.)', '30' Goal_Away - Laimer K.', '45' Yellow_Home - Hazard T.(Przytrzymywanie)', '54' Yellow_Away - Kampl K.(Podcięcie)', '57' Goal_Away - Nkunku C.(Laimer K.)', '80' Yellow_Home - Can E.(Podcięcie)', '84' Goal_Home - Malen D.(Can E.)', '86' Goal_Away - Olmo D.(Nkunku C.)', '88' Yellow_Home - Malen D.(Faul)']",28,02.04.2022,18:30,1.0,4.0,0.0,2.0,Away,2.38,3.8,2.92,2.92,True,True,False,False,False,False,False,False,6.0,2.0,4.0,61%,39%,10.0,11.0,2.0,5.0,155.0,68.0,58.0,20.0,8.0,6.0,,,11.0,8.0,7.0,5.0,1.0,2.0,17.0,14.0,1.0,1.0,7.0,10.0,3.0,1.0,https://www.flashscore.com/match/WGCE6dGE/#/match-summary/match-summary
super-lig,Kasimpasa,Kayserispor,"['12' Goal_Away - Gavranovic M.(Pektemek M.)', '15' Own_Home - Subasi K. Y.()', '39' Goal_Home - Bozok U.(Hajradinovic H.)', '40' Yellow_Home - Donk R.', '45' Yellow_Away - Sazdagi G.', '52' Goal_Home - Engin A.(Bozok U.)', '80' Yellow_Away - Bertolacci A.', '84' Var_Home', '88' Yellow_Home - Taskiran E.']",23,23.01.2022,11:30,3.0,1.0,2.0,1.0,Home,1.92,3.5,3.65,1.92,True,True,False,True,False,False,False,False,6.0,4.0,2.0,55%,45%,16.0,10.0,6.0,2.0,97.0,79.0,67.0,54.0,8.0,4.0,2.0,4.0,,,4.0,3.0,3.0,2.0,,,1.0,3.0,16.0,14.0,2.0,2.0,https://www.flashscore.com/match/rLZSyXOQ/#/match-summary/match-summary
serie-a,Bologna,Fiorentina,"['24' Yellow_Home - Dominguez N.(Przytrzymywanie)', '25' Yellow_Away - Torreira L.(Podcięcie)', '33' Goal_Away - Maleh Y.(Gonzalez N.)', '42' Goal_Home - Barrow M.(Svanberg M.)', '50' Yellow_Home - Theate A.(Nadmierna ostrość)', '51' Goal_Away - Biraghi C.', '64' Yellow_Away - Milenkovic N.(Podcięcie)', '67' Goal_Away - Vlahovic D.(Penalty )', '83' Goal_Home - Hickey A.(Orsolini R.)', '90' Yellow_Away - Amrabat S.(Przytrzymywanie)', '90+4' Yellow_Home - Soumaoro A.(Faul)']",16,05.12.2021,12:30,2.0,3.0,1.0,1.0,Away,2.95,3.3,2.5,2.5,True,True,False,False,False,False,False,False,3.0,2.0,1.0,37%,63%,8.0,6.0,3.0,3.0,60.0,128.0,22.0,50.0,2.0,2.0,3.0,1.0,18.0,13.0,0.0,2.0,2.0,3.0,,,0.0,1.0,12.0,15.0,3.0,3.0,https://www.flashscore.com/match/hjZbLlld/#/match-summary/match-summary
laliga2,Lugo,Gijon,['73' Yellow_Away - Salvador C.'],20,04.01.2021,21:00,0.0,0.0,0.0,0.0,Draw,2.9,2.6,3.05,2.6,False,False,False,False,False,False,False,False,0.0,0.0,0.0,49%,51%,11.0,10.0,3.0,3.0,85.0,76.0,49.0,57.0,6.0,6.0,2.0,1.0,,,1.0,8.0,3.0,1.0,,,3.0,3.0,10.0,13.0,0.0,1.0,https://www.flashscore.com/match/QFXpGZlU/#/match-summary/match-summary
fortuna-1-liga,Arka Gdynia,Korona Kielce,"['31' Yellow_Away - Gasior M.', '54' Yellow_Away - Blanik D.', '64' Yellow_Home - Milewski S.']",12,08.10.2021,17:30,0.0,0.0,0.0,0.0,Draw,1.96,3.65,3.95,3.65,False,False,False,False,False,False,False,False,0.0,0.0,0.0,52%,48%,6.0,12.0,1.0,3.0,89.0,88.0,41.0,55.0,4.0,6.0,1.0,3.0,15.0,15.0,8.0,8.0,1.0,2.0,,,3.0,1.0,14.0,13.0,1.0,2.0,https://www.flashscore.com/match/SSTBuE18/#/match-summary/match-summary
premier-league,Tottenham,Huddersfield,"['24' Goal_Home - Wanyama V.(Llorente F.)', '27' Goal_Home - Lucas(Sissoko M.)', '45' Yellow_Away - Lowe C.(Podcięcie)', '60' Yellow_Home - Foyth J.(Podcięcie)', '66' Yellow_Away - Bacuna J.(Przytrzymywanie)', '76' Yellow_Home - Vertonghen J.(Przytrzymywanie)', '87' Goal_Home - Lucas(Eriksen C.)', '90+3' Goal_Home - Lucas(Son Heung-Min)']",34,13.04.2019,13:30,4.0,0.0,2.0,0.0,Home,1.21,6.8,19.0,1.21,True,True,False,False,False,False,True,False,7.0,4.0,3.0,70%,30%,22.0,7.0,5.0,1.0,157.0,84.0,51.0,33.0,8.0,5.0,9.0,1.0,13.0,11.0,4.0,2.0,1.0,0.0,,,1.0,1.0,10.0,12.0,2.0,2.0,https://www.flashscore.com/match/Kvly8xw9/#/match-summary/match-summary
championship,Nottingham,Birmingham,"['05' Goal_Home - Davis K.(Johnson B.)', '25' Yellow_Away - Gordon N.', '43' Yellow_Away - Gardner G.', '54' Yellow_Home - Zinckernagel P.', '60' Yellow_Away - Colin M.', '79' Goal_Home - McKenna S.(Garner J.)']",41,09.04.2022,16:00,2.0,0.0,1.0,0.0,Home,1.62,4.0,5.8,1.62,False,False,True,False,False,False,False,False,2.0,3.0,-1.0,54%,46%,13.0,7.0,5.0,2.0,91.0,104.0,59.0,46.0,4.0,4.0,4.0,1.0,10.0,11.0,9.0,4.0,0.0,0.0,23.0,24.0,2.0,3.0,11.0,13.0,1.0,3.0,https://www.flashscore.com/match/2J3CJV8O/#/match-summary/match-summary
premier-league,Tottenham,Everton,"['24' Own_Home - Keane M.()', '28' Yellow_Away - Holgate M.(Podcięcie)', '48' Yellow_Home - Sissoko M.(Podcięcie)', '76' Yellow_Home - Davies B.(Przytrzymywanie)', '84' Yellow_Home - Alderweireld T.(Niesportowe zachowanie)', '87' Yellow_Away - Gomes A.(Podcięcie)']",33,06.07.2020,21:00,1.0,0.0,1.0,0.0,Home,2.01,3.65,3.95,2.01,False,False,False,False,False,False,False,False,3.0,4.0,-1.0,51%,49%,12.0,11.0,2.0,3.0,113.0,94.0,44.0,31.0,6.0,4.0,4.0,4.0,20.0,16.0,5.0,6.0,2.0,2.0,,,3.0,1.0,14.0,18.0,3.0,2.0,https://www.flashscore.com/match/KY8zBx5B/#/match-summary/match-summary
league-two,Mansfield,Forest Green,"['17' Goal_Home - Longstaff M.', '37' Yellow_Home - McLaughlin S.', '64' Goal_Away - Adams E.(Matt J.)', '78' Goal_Home - Bowery J.(McLaughlin S.)', '80' Goal_Away - March J.(Godwin-Malife U.)', '81' Yellow_Away - March J.']",46,07.05.2022,16:00,2.0,2.0,1.0,0.0,Draw,2.14,3.45,3.2,3.45,True,True,False,False,False,False,False,False,0.0,0.0,0.0,45%,55%,14.0,15.0,4.0,5.0,93.0,108.0,50.0,52.0,3.0,6.0,7.0,4.0,7.0,10.0,4.0,8.0,0.0,1.0,29.0,37.0,3.0,2.0,12.0,6.0,1.0,1.0,https://www.flashscore.com/match/z9VI96Qn/#/match-summary/match-summary
liga-portugal,Maritimo,Benfica,"['02' Goal_Away - Nunez D.', '41' Yellow_Home - Costa E.(Podcięcie)', '43' Red_Card_Home - Claudio W.(Ciężki faul)', '45+2' Yellow_Away - Otamendi N.(Nadmierna ostrość)', '45+6' Yellow_Away - Weigl J.(Niesportowe zachowanie)', '70' Yellow_Away - Ramos G.(Faul)', '73' Yellow_Away - Bernardo P.(Symulowanie)', '79' Yellow_Home - Alipour A.(Podcięcie)']",32,30.04.2022,18:00,0.0,1.0,0.0,1.0,Away,5.6,4.4,1.57,1.57,False,False,False,True,False,False,False,False,0.0,3.0,-3.0,53%,47%,14.0,15.0,5.0,4.0,80.0,126.0,37.0,50.0,6.0,7.0,3.0,4.0,25.0,11.0,5.0,6.0,3.0,3.0,16.0,15.0,3.0,5.0,8.0,24.0,2.0,4.0,https://www.flashscore.com/match/2B566zGB/#/match-summary/match-summary
serie-a,Juventus,Spezia,"['21' Goal_Home - Morata A.(Locatelli M.)', '54' Yellow_Away - Erlic M.(Podcięcie)', '57' Yellow_Home - Vlahovic D.(Podcięcie)', '59' Yellow_Away - Motta T.(Poza boiskiem)', '61' Yellow_Home - Pellegrini Lu.(Podcięcie)', '67' Yellow_Home - Bernardeschi F.(Podcięcie)', '90+2' Yellow_Away - Bourabia M.(Przytrzymywanie)']",28,06.03.2022,18:00,1.0,0.0,1.0,0.0,Home,1.28,5.8,11.5,1.28,False,False,False,False,False,False,False,False,9.0,5.0,4.0,56%,44%,10.0,9.0,3.0,4.0,136.0,82.0,42.0,36.0,2.0,4.0,5.0,1.0,12.0,17.0,4.0,4.0,3.0,1.0,18.0,16.0,4.0,2.0,14.0,11.0,3.0,2.0,https://www.flashscore.com/match/MscPLnKB/#/match-summary/match-summary
ligue-2,Chateauroux,Rodez,"['61' Yellow_Home - Ibara P.', '71' Goal_Away - Boissier R.(Leborgne J.)', '77' Goal_Home - Bonny A. Y.', '90' Yellow_Home - Merdji Y.']",34,20.04.2021,20:00,1.0,1.0,0.0,0.0,Draw,2.8,3.0,2.65,3.0,False,False,False,False,False,False,False,False,0.0,0.0,0.0,67%,33%,11.0,10.0,1.0,3.0,98.0,92.0,54.0,66.0,8.0,7.0,2.0,0.0,,,4.0,3.0,2.0,6.0,,,2.0,0.0,15.0,15.0,2.0,0.0,https://www.flashscore.com/match/4dFmGDLA/#/match-summary/match-summary
ligue-1,Lille,Nantes,"['43' Own_Home - Pallois N.()', '87' Goal_Home - Yilmaz B.(Penalty )', '87' Yellow_Away - Appiah D.(Podcięcie)', '90+4' Yellow_Away - Girotto A.(Przytrzymywanie)']",5,25.09.2020,21:00,2.0,0.0,1.0,0.0,Home,1.67,3.85,6.0,1.67,False,False,False,False,False,False,False,False,3.0,5.0,-2.0,55%,45%,12.0,12.0,4.0,6.0,129.0,114.0,35.0,45.0,3.0,1.0,5.0,5.0,12.0,19.0,4.0,7.0,3.0,1.0,,,6.0,2.0,16.0,12.0,0.0,2.0,https://www.flashscore.com/match/6gR9GrfA/#/match-summary/match-summary
jupiler-league,Gent,Anderlecht,"['19' Yellow_Away - Magallan L.(Faul)', '29' Yellow_Away - Gomez S.(Podcięcie)', '81' Goal_Home - Tissoudali T.(Kums S.)']",32,20.03.2022,18:30,1.0,0.0,0.0,0.0,Home,2.2,3.5,3.35,2.2,False,False,False,False,False,False,False,False,3.0,3.0,0.0,51%,49%,5.0,19.0,2.0,7.0,121.0,106.0,47.0,55.0,3.0,7.0,0.0,5.0,,,4.0,5.0,0.0,0.0,,,7.0,1.0,2.0,6.0,0.0,2.0,https://www.flashscore.com/match/pUqFnpHK/#/match-summary/match-summary
serie-b,Crotone,Ascoli,"['08' Goal_Home - Canestrelli S.', '16' Yellow_Home - Nedelcearu I.', '20' Goal_Home - Canestrelli S.(Estevez N.)', '22' Yellow_Away - D', '22' Yellow_Home - Borello G.', '26' Goal_Away - Dionisi F.(Eramo M.)', '34' Yellow_Away - Eramo M.', '50' Yellow_Home - Canestrelli S.', '52' Yellow_Away - Fabbrini D.', '54' Red_Card_Home - Canestrelli S.', '62' Yellow_Away - Saric D.', '90+4' Goal_Away - Bidaoui S.']",7,02.10.2021,14:00,2.0,2.0,2.0,1.0,Draw,1.81,3.7,4.4,3.7,True,True,True,False,False,False,False,True,0.0,0.0,0.0,37%,63%,9.0,15.0,3.0,6.0,72.0,118.0,29.0,82.0,4.0,3.0,2.0,6.0,,,5.0,11.0,4.0,2.0,,,4.0,1.0,17.0,18.0,3.0,4.0,https://www.flashscore.com/match/tAAUO5OL/#/match-summary/match-summary
ligue-2,Grenoble,Guingamp,"['35' Yellow_Home - Tapoko K.', '40' Yellow_Home - Diallo M. L.', '43' Goal_Away - Gomis Y.(Rodelin R.)', '45+3' Yellow_Away - Rodelin R.', '56' Goal_Home - Ravet Y.(Pickel C.)', '90+1' Goal_Home - Semedo W.(Henen D.)']",23,02.02.2021,20:00,2.0,1.0,0.0,1.0,Home,2.3,3.2,3.2,2.3,True,False,False,False,False,False,True,False,0.0,0.0,0.0,51%,49%,12.0,8.0,5.0,4.0,58.0,53.0,62.0,48.0,5.0,3.0,2.0,1.0,,,4.0,4.0,1.0,1.0,,,3.0,3.0,14.0,19.0,2.0,1.0,https://www.flashscore.com/match/dYYU2lT3/#/match-summary/match-summary
jupiler-league,Leuven,Antwerp,"['25' Goal_Home - Mercier X.', '29' Goal_Home - Al-Tamari M.(Mercier X.)', '38' Yellow_Away - Seck A.', '47' Yellow_Home - Malinov K.', '85' Yellow_Away - Buta']",28,01.03.2021,20:45,2.0,0.0,2.0,0.0,Home,3.35,3.7,2.11,3.35,False,False,False,False,False,False,False,False,5.0,7.0,-2.0,46%,54%,10.0,13.0,6.0,6.0,80.0,128.0,68.0,105.0,3.0,5.0,1.0,2.0,,,2.0,5.0,2.0,5.0,,,6.0,4.0,10.0,15.0,1.0,2.0,https://www.flashscore.com/match/63AqO2b9/#/match-summary/match-summary
2-bundesliga,Düsseldorf,Wurzburger Kickers,"['07' Yellow_Home - Borrello B.', '10' Yellow_Home - Hoffmann A.', '17' Yellow_Away - Flecker F.', '32' Yellow_Away - Sane S.', '54' Yellow_Home - Sobottka M.', '82' Goal_Home - Kownacki D.', '84' Yellow_Home - Hartherz F.', '86' Yellow_Home - Hennings R.', '89' Yellow_Home - Bodzek A.', '90+2' Penalty_Missed_Away - Herrmann R.()']",2,26.09.2020,13:00,1.0,0.0,0.0,0.0,Home,1.54,4.44,6.0,1.54,False,False,False,False,False,False,False,False,0.0,0.0,0.0,62%,38%,12.0,15.0,4.0,5.0,130.0,90.0,66.0,26.0,8.0,10.0,,,12.0,16.0,5.0,5.0,2.0,1.0,27.0,28.0,5.0,3.0,15.0,11.0,6.0,2.0,https://www.flashscore.com/match/OMZIDVYt/#/match-summary/match-summary
premier-league,Brentford,Manchester City,"['16' Goal_Away - Foden P.(De Bruyne K.)', '87' Var_Away']",20,29.12.2021,21:15,0.0,1.0,0.0,1.0,Away,15.0,8.5,1.18,1.18,False,False,False,False,False,False,False,False,9.0,5.0,4.0,24%,76%,6.0,12.0,2.0,3.0,55.0,100.0,21.0,68.0,2.0,5.0,2.0,4.0,13.0,12.0,3.0,5.0,0.0,3.0,10.0,26.0,2.0,2.0,12.0,10.0,,,https://www.flashscore.com/match/8UFyYtG4/#/match-summary/match-summary
jupiler-league,Cercle Brugge,Antwerp,"['02' Goal_Home - Penalty Hoggas K.(Penalty )', '07' Red_Card_Away - Hoedt W.', '13' Goal_Away - Refaelov L.(Mbokani D.)', '32' Yellow_Home - Coulibaly L.', '55' Goal_Away - De Sart A.', '72' Yellow_Home - Peeters S.', '82' Yellow_Away - Hongla M.', '85' Yellow_Away - Bolat S.', '90+4' Yellow_Away - Haroun F.']",22,19.01.2020,14:30,1.0,2.0,1.0,1.0,Away,4.3,3.85,1.8,1.8,True,False,True,True,False,False,False,False,8.0,6.0,2.0,64%,36%,12.0,5.0,3.0,3.0,113.0,71.0,84.0,39.0,9.0,2.0,,,12.0,28.0,10.0,1.0,5.0,0.0,17.0,17.0,1.0,2.0,23.0,13.0,2.0,3.0,https://www.flashscore.com/match/MFvATgLt/#/match-summary/match-summary
jupiler-league,Eupen,Leuven,"['08' Penalty_Missed_Home - Prevljak S.()', '27' Goal_Away - Malinov K.(De Norre C.)', '29' Goal_Home - Heris J.(Ndri K.)', '32' Yellow_Home - Amat J.', '36' Goal_Away - Henry T.(Al-Tamari M.)', '43' Goal_Home - Penalty Musona K.(Penalty )', '55' Goal_Away - Mercier X.(Jemelka V.)', '64' Yellow_Home - Heris J.', '67' Goal_Home - Musona K.(Prevljak S.)', '69' Yellow_Away - Malinov K.', '85' Yellow_Home - Beck A.', '90' Yellow_Away - Hubert D.', '90' Yellow_Home - Baby A.']",29,06.03.2021,16:15,3.0,3.0,2.0,2.0,Draw,2.06,3.75,3.45,3.75,True,True,False,False,False,False,False,False,1.0,6.0,-5.0,50%,50%,10.0,13.0,7.0,8.0,125.0,115.0,59.0,59.0,2.0,4.0,1.0,1.0,,,2.0,6.0,2.0,2.0,,,5.0,4.0,21.0,9.0,4.0,2.0,https://www.flashscore.com/match/pf9mNMDF/#/match-summary/match-summary
serie-a,Juventus,Cagliari,"['24' Yellow_Away - Carboni A.(Podcięcie)', '35' Yellow_Away - Dalbert H.(Przytrzymywanie)', '40' Goal_Home - Kean M.', '83' Goal_Home - Bernardeschi F.(Kulusevski D.)', '85' Yellow_Away - Pavoletti L.(Podcięcie)']",19,21.12.2021,20:45,2.0,0.0,1.0,0.0,Home,1.24,6.35,13.0,1.24,False,False,False,False,False,False,False,False,5.0,7.0,-2.0,63%,37%,15.0,6.0,4.0,1.0,156.0,65.0,67.0,22.0,6.0,5.0,5.0,0.0,13.0,19.0,7.0,1.0,3.0,1.0,,,1.0,2.0,16.0,12.0,0.0,3.0,https://www.flashscore.com/match/QwWGFPGs/#/match-summary/match-summary
eredivisie,Alkmaar,Den Haag,"['58' Goal_Away - Kramer M.', '72' Goal_Home - Aboukhlal Z.(Midtsjo F.)', '89' Goal_Home - Aboukhlal Z.']",17,16.01.2021,21:00,2.0,1.0,0.0,0.0,Home,1.16,9.3,14.0,1.16,True,False,False,False,False,False,False,False,3.0,1.0,2.0,68%,32%,19.0,3.0,5.0,2.0,134.0,68.0,69.0,6.0,9.0,1.0,5.0,0.0,9.0,7.0,17.0,0.0,1.0,2.0,,,1.0,4.0,5.0,6.0,,,https://www.flashscore.com/match/AHfAK1th/#/match-summary/match-summary
