League,Home,Away,INC,Round,Date,Time,H_Score,A_Score,HT_H_Score,HT_A_Score,WIN,H_BET,X_BET,A_BET,WIN_BET,OVER_2.5,OVER_3.5,H_15,A_15,H_45_50,A_45_50,H_90,A_90,H_Missing_Players,A_Missing_Players,Missing_Players,H_Ball_Possession,A_Ball_Possession,H_Goal_Attempts,A_Goal_Attempts,H_Shots_on_Goal,A_Shots_on_Goal,H_Attacks,A_Attacks,H_Dangerous_Attacks,A_Dangerous_Attacks,H_Shots_off_Goal,A_Shots_off_Goal,H_Blocked_Shots,A_Blocked_Shots,H_Free_Kicks,A_Free_Kicks,H_Corner_Kicks,A_Corner_Kicks,H_Offsides,A_Offsides,H_Throw_in,A_Throw_in,H_Goalkeeper_Saves,A_Goalkeeper_Saves,H_Fouls,A_Fouls,H_Yellow_Cards,A_Yellow_Cards,Game Link
laliga2,Huesca,Alcorcon,"['02' Yellow_Home - Ratiu A.', '85' Yellow_Away - Laure']",21,19.12.2021,18:15,0.0,0.0,0.0,0.0,Draw,1.74,3.35,5.2,3.35,False,False,False,False,False,False,False,False,0.0,0.0,0.0,58%,42%,10.0,9.0,4.0,4.0,114.0,117.0,48.0,38.0,4.0,4.0,2.0,1.0,,,7.0,3.0,1.0,2.0,,,4.0,4.0,11.0,18.0,1.0,1.0,https://www.flashscore.com/match/jDJdg8SE/#/match-summary/match-summary
2-bundesliga,Hannover,Darmstadt,"['18' Own_Away - Stolze S.()', '20' Yellow_Away - Bader M.', '35' Goal_Home - Teuchert C.', '49' Yellow_Away - Holland F.', '50' Goal_Home - Borner J.(Kerk S.)', '60' Yellow_Home - Borner J.', '61' Goal_Away - Seydel A.(Kempe T.)', '64' Yellow_Home - Ondoua G.', '81' Yellow_Away - Isherwood T.', '84' Yellow_Away - Pfeiffer P.', '90+4' Yellow_Away - Gjasula K.']",22,13.02.2022,13:30,2.0,2.0,1.0,1.0,Draw,3.15,3.6,2.24,3.6,True,True,False,False,True,False,False,False,0.0,0.0,0.0,54%,46%,17.0,16.0,5.0,4.0,94.0,103.0,39.0,49.0,12.0,12.0,,,21.0,14.0,7.0,4.0,2.0,2.0,24.0,21.0,2.0,3.0,12.0,21.0,2.0,5.0,https://www.flashscore.com/match/Y5EZCsWH/#/match-summary/match-summary
bundesliga,1. FSV Mainz 05,RB Lipsk,"['11' Goal_Away - Werner T.(Laimer K.)', '13' Yellow_Away - Sabitzer M.(Podcięcie)', '17' Yellow_Away - Upamecano D.(Zagranie ręką)', '20' Yellow_Home - Kunde P.(Podcięcie)', '23' Goal_Away - Poulsen Y.(Sabitzer M.)', '30' Yellow_Home - Bruma J.(Przytrzymywanie)', '35' Yellow_Away - Werner T.(Podcięcie)', '36' Goal_Away - Sabitzer M.(Poulsen Y.)', '48' Goal_Away - Werner T.(Kampl K.)', '75' Goal_Away - Werner T.(Poulsen Y.)', '79' Yellow_Home - St. Juste J.(Podcięcie)']",27,24.05.2020,15:30,0.0,5.0,0.0,3.0,Away,6.8,4.9,1.47,1.47,True,True,False,True,False,True,False,False,2.0,3.0,-1.0,40%,60%,4.0,21.0,1.0,10.0,76.0,151.0,33.0,55.0,3.0,11.0,,,13.0,16.0,5.0,4.0,3.0,2.0,12.0,15.0,5.0,1.0,13.0,11.0,3.0,3.0,https://www.flashscore.com/match/82ZEgeh1/#/match-summary/match-summary
fortuna-1-liga,Resovia Rzeszów,Sandecja Nowy Sącz,"['06' Yellow_Away - Kasprzak B.', '15' Yellow_Away - Rudol S.', '37' Goal_Away - Kasprzak B.', '39' Yellow_Away - Boczek T.', '39' Yellow_Home - Jaroch B.', '58' Yellow_Home - Adamski R.', '74' Yellow_Away - Chmiel D.', '76' Yellow_Away - Slaby K.', '78' Yellow_Away - Dikov S.']",11,02.10.2021,20:30,0.0,1.0,0.0,1.0,Away,2.25,3.35,3.35,3.35,False,False,False,False,False,False,False,False,0.0,0.0,0.0,56%,44%,17.0,10.0,3.0,4.0,99.0,77.0,71.0,41.0,8.0,3.0,6.0,3.0,17.0,9.0,7.0,1.0,1.0,2.0,,,3.0,3.0,8.0,15.0,2.0,6.0,https://www.flashscore.com/match/KM6pPhHR/#/match-summary/match-summary
championship,Bristol City,Rotherham,"['44' Goal_Away - Smith M.(Harding W.)', '74' Goal_Away - Wood R.(Barlaser D.)', '85' Yellow_Home - Walsh L.', '90+3' Yellow_Away - Hirst G.']",38,20.03.2021,16:00,0.0,2.0,0.0,1.0,Away,2.53,3.3,2.91,2.91,False,False,False,False,False,False,False,False,4.0,4.0,0.0,67%,33%,10.0,7.0,1.0,4.0,96.0,101.0,57.0,33.0,3.0,2.0,6.0,1.0,,,7.0,2.0,3.0,1.0,,,2.0,1.0,8.0,10.0,1.0,1.0,https://www.flashscore.com/match/jVxTMgMD/#/match-summary/match-summary
championship,Preston,Bristol City,"['12' Goal_Away - Martin C.(Weimann A.)', '52' Goal_Home - Riis E.', '81' Goal_Away - Semenyo A.(Massengo H.)', '90+5' Goal_Home - Riis E.(Potts B.)']",29,29.01.2022,16:00,2.0,2.0,0.0,1.0,Draw,1.88,3.6,4.3,3.6,True,True,False,True,False,False,True,False,6.0,5.0,1.0,58%,42%,10.0,12.0,4.0,3.0,113.0,106.0,48.0,52.0,3.0,6.0,3.0,3.0,10.0,10.0,3.0,6.0,1.0,1.0,22.0,24.0,1.0,2.0,9.0,10.0,,,https://www.flashscore.com/match/hSb4WsDP/#/match-summary/match-summary
premier-league,Newcastle,West Brom,"['01' Goal_Home - Almiron M.(Joelinton)', '35' Yellow_Away - Furlong D.(Niesportowe zachowanie)', '35' Yellow_Home - Lewis J.(Niesportowe zachowanie)', '50' Goal_Away - Furlong D.(Phillips M.)', '69' Yellow_Away - Ajayi S.(Nadmierna ostrość)', '82' Goal_Home - Gayle D.(Murphy J.)', '88' Yellow_Away - Ivanovic B.(Nadmierna ostrość)', '90+5' Yellow_Home - Wilson C.(Faul)']",12,12.12.2020,16:00,2.0,1.0,1.0,0.0,Home,2.32,3.38,3.35,2.32,True,False,True,False,False,True,False,False,5.0,4.0,1.0,46%,54%,12.0,13.0,7.0,3.0,93.0,132.0,43.0,50.0,1.0,4.0,4.0,6.0,15.0,11.0,4.0,3.0,3.0,2.0,,,2.0,5.0,9.0,12.0,2.0,3.0,https://www.flashscore.com/match/vNNXCqtt/#/match-summary/match-summary
premier-league,Southampton,Liverpool,"['09' Goal_Home - Long S.(Hojbjerg P.)', '36' Goal_Away - Keita N.(Alexander-Arnold T.)', '48' Yellow_Home - Bednarek J.(Przytrzymywanie)', '75' Yellow_Home - Bertrand R.(Opóźnianie gry)', '80' Goal_Away - Salah M.(Henderson J.)', '81' Yellow_Away - Salah M.(Niesportowe zachowanie)', '86' Goal_Away - Henderson J.(Firmino R.)', '89' Yellow_Away - Robertson A.(Podcięcie)', '90+1' Yellow_Away - Henderson J.(Podcięcie)', '90+4' Yellow_Away - Mane S.(Faul)']",33,05.04.2019,21:00,1.0,3.0,1.0,1.0,Away,8.3,5.2,1.43,1.43,True,True,True,False,False,False,False,False,3.0,2.0,1.0,33%,67%,11.0,17.0,1.0,5.0,78.0,139.0,42.0,61.0,6.0,7.0,4.0,5.0,10.0,10.0,7.0,5.0,3.0,3.0,,,2.0,0.0,8.0,7.0,2.0,4.0,https://www.flashscore.com/match/Y96jduvc/#/match-summary/match-summary
championship,Derby,Millwall,"['45' Goal_Away - Hutchinson S.(Wallace J.)', '58' Yellow_Away - Evans G.', '84' Yellow_Home - Shinnie G.']",36,13.03.2021,16:00,0.0,1.0,0.0,2.0,Away,2.72,2.9,2.99,2.99,False,False,False,False,False,True,False,False,4.0,4.0,0.0,70%,30%,9.0,2.0,2.0,1.0,145.0,74.0,55.0,20.0,5.0,1.0,2.0,0.0,,,3.0,1.0,0.0,0.0,,,0.0,2.0,10.0,13.0,1.0,1.0,https://www.flashscore.com/match/l4ksp81l/#/match-summary/match-summary
eredivisie,Feyenoord,Zwolle,['64' Goal_Home - Sinisterra L.'],16,13.01.2021,21:00,1.0,0.0,0.0,0.0,Home,1.55,4.4,6.0,1.55,False,False,False,False,False,False,False,False,4.0,1.0,3.0,58%,42%,21.0,9.0,4.0,2.0,133.0,103.0,71.0,41.0,11.0,3.0,6.0,4.0,6.0,7.0,10.0,5.0,1.0,1.0,,,2.0,3.0,6.0,5.0,,,https://www.flashscore.com/match/vyBj4tdB/#/match-summary/match-summary
2-bundesliga,Braunschweig,Regensburg,"['53' Yellow_Away - Wekesser E.', '58' Goal_Home - Nikolaou J.(Diakhite O.)', '60' Yellow_Home - Diakhite O.', '65' Goal_Home - Proschwitz N.(Wydra D.)']",22,19.02.2021,18:30,2.0,0.0,0.0,0.0,Home,3.15,3.2,2.47,3.15,False,False,False,False,False,False,False,False,0.0,0.0,0.0,48%,52%,12.0,19.0,3.0,6.0,107.0,129.0,36.0,48.0,9.0,13.0,,,14.0,18.0,3.0,10.0,0.0,1.0,21.0,30.0,6.0,1.0,18.0,13.0,1.0,1.0,https://www.flashscore.com/match/bVCB8kSI/#/match-summary/match-summary
league-two,Swindon,Harrogate,"['24' Goal_Away - Diamond J.(Oxley M.)', '66' Yellow_Away - Falkingham J.', '75' Yellow_Away - Page L.', '83' Goal_Home - Penalty Payne J.(Penalty )', '90+5' Yellow_Home - Odimayo A.', '90+6' Yellow_Home - Iandolo E.', '90+7' Yellow_Away - Hall C.']",19,27.11.2021,16:00,1.0,1.0,0.0,1.0,Draw,1.92,3.5,3.8,3.5,False,False,False,False,False,False,False,False,0.0,0.0,0.0,66%,34%,13.0,15.0,4.0,4.0,115.0,94.0,45.0,34.0,4.0,6.0,5.0,5.0,14.0,6.0,6.0,5.0,0.0,1.0,34.0,21.0,3.0,3.0,7.0,15.0,2.0,3.0,https://www.flashscore.com/match/rih1O5m7/#/match-summary/match-summary
super-lig,Gaziantep,Galatasaray,"['51' Goal_Away - Onyekuru H.(Babel R.)', '78' Goal_Away - Onyekuru H.(Akturkoglu K.)', '86' Yellow_Home - Djilobodji P.(Uderzenie łokciem)', '90+7' Goal_Home - Maxim A.(Penalty )', '90+8' Yellow_Away - Muslera F.(Niesportowe zachowanie)', '90+9' Yellow_Away - Saracchi M.(Poza boiskiem)']",22,29.01.2021,17:00,1.0,2.0,0.0,0.0,Away,3.65,3.7,1.93,1.93,True,False,False,False,False,False,True,False,1.0,6.0,-5.0,47%,53%,15.0,6.0,6.0,6.0,84.0,95.0,64.0,57.0,6.0,0.0,3.0,0.0,,,8.0,4.0,2.0,7.0,,,4.0,5.0,15.0,9.0,1.0,1.0,https://www.flashscore.com/match/dAhfjzch/#/match-summary/match-summary
laliga2,Amorebieta,Girona,"['06' Goal_Home - Guruzeta G.', '38' Var_Away', '45+2' Yellow_Away - Baena A.', '45+3' Red_Card_Home - Pena A.', '52' Yellow_Away - Stuani C.']",25,29.01.2022,16:00,1.0,0.0,1.0,0.0,Home,3.25,3.05,2.4,3.25,False,False,True,False,False,False,False,False,0.0,0.0,0.0,28%,72%,5.0,8.0,1.0,2.0,72.0,134.0,26.0,57.0,3.0,3.0,1.0,3.0,,,1.0,5.0,3.0,3.0,,,2.0,0.0,16.0,12.0,0.0,2.0,https://www.flashscore.com/match/tKwbALK3/#/match-summary/match-summary
bundesliga,1. FSV Mainz 05,Werder Brema,"['22' Yellow_Away - Zagranie rękąVeljkovic M.(Zagranie ręką)', '25' Goal_Home - Quaison R.', '30' Goal_Home - Boetius J-P.(Latza D.)', '34' Yellow_Away - Friedl M.(Przytrzymywanie)', '40' Yellow_Home - Quaison R.(Podcięcie)', '57' Yellow_Home - Boetius J-P.(Niesportowe zachowanie)', '58' Goal_Away - Osako Y.(Klaassen D.)', '63' Yellow_Away - Augustinsson L.(Podcięcie)', '85' Goal_Home - Fernandes E.(Baku R.)']",33,20.06.2020,15:30,3.0,1.0,2.0,0.0,Home,2.44,3.6,2.91,2.44,True,True,False,False,False,False,False,False,3.0,4.0,-1.0,46%,54%,21.0,19.0,12.0,6.0,100.0,132.0,39.0,71.0,9.0,13.0,,,18.0,15.0,7.0,8.0,2.0,3.0,19.0,24.0,5.0,9.0,12.0,15.0,2.0,3.0,https://www.flashscore.com/match/l8ugaKPF/#/match-summary/match-summary
liga-portugal,Ferreira,Moreirense,"['26' Var_Home', '39' Goal_Home - Butzke A.', '45+1' Yellow_Away - Camara I.', '50' Goal_Away - Yan(Andre Luis)', '51' Yellow_Home - Luiz C.', '60' Var_Home', '61' Yellow_Away - Andre Luis', '70' Goal_Home - Ze Uilton', '76' Yellow_Away - Jefferson', '80' Yellow_Away - Jorge A.', '90+4' Yellow_Home - Ze Uilton']",27,20.03.2022,16:30,2.0,1.0,1.0,0.0,Home,2.5,3.1,3.15,2.5,True,False,False,False,False,True,False,False,4.0,2.0,2.0,55%,45%,10.0,16.0,6.0,5.0,96.0,95.0,37.0,38.0,2.0,9.0,2.0,2.0,,,7.0,3.0,3.0,1.0,,,4.0,4.0,18.0,21.0,2.0,4.0,https://www.flashscore.com/match/C6ffj38G/#/match-summary/match-summary
league-two,Scunthorpe,Oldham,"['48' Goal_Away - McCalmont A.', '53' Yellow_Away - Jameson K.', '70' Yellow_Home - Spence L.', '72' Yellow_Away - Keillor-Dunn D.', '87' Yellow_Home - Loft R.', '90+3' Goal_Home - Hallam J.(Brown J.)']",28,16.03.2021,20:00,1.0,1.0,0.0,0.0,Draw,2.3,3.1,3.05,3.1,False,False,False,False,False,True,True,False,0.0,0.0,0.0,53%,47%,18.0,9.0,9.0,2.0,91.0,50.0,62.0,27.0,6.0,3.0,3.0,4.0,,,10.0,3.0,1.0,3.0,,,1.0,8.0,13.0,9.0,2.0,2.0,https://www.flashscore.com/match/KlNxk2K3/#/match-summary/match-summary
laliga2,Almeria,Zaragoza,"['36' Yellow_Away - Azon I.', '42' Yellow_Away - Chavarria P.', '59' Goal_Home - Sadiq U.(Carvalho J.)', '64' Yellow_Home - Centelles A.', '70' Yellow_Home - Sadiq U.', '77' Yellow_Away - Frances A.', '90' Yellow_Home - Bunuel A.']",2,09.12.2020,19:00,1.0,0.0,0.0,0.0,Home,2.05,3.05,4.1,2.05,False,False,False,False,False,False,False,False,0.0,0.0,0.0,52%,48%,10.0,11.0,2.0,4.0,79.0,101.0,50.0,78.0,4.0,5.0,4.0,2.0,,,3.0,6.0,4.0,2.0,,,4.0,1.0,16.0,18.0,3.0,3.0,https://www.flashscore.com/match/WzVJdY7U/#/match-summary/match-summary
2-bundesliga,Hamburger SV,Wehen,[],29,31.05.2020,13:30,0.0,0.0,0.0,0.0,Draw,1.38,5.1,8.5,5.1,False,False,False,False,False,False,False,False,0.0,0.0,0.0,68%,32%,13.0,13.0,7.0,6.0,152.0,94.0,48.0,38.0,6.0,7.0,,,18.0,12.0,6.0,10.0,2.0,1.0,21.0,12.0,4.0,4.0,11.0,17.0,2.0,2.0,https://www.flashscore.com/match/EiQvYwXg/#/match-summary/match-summary
ligue-2,Caen,Dunkerque,"['29' Yellow_Away - Brahimi B.', '36' Goal_Home - Court Y.', '39' Yellow_Home - Traore B.', '43' Yellow_Home - Court Y.', '49' Goal_Home - Mendy A.(Court Y.)', '51' Yellow_Away - Dudouit E.', '71' Goal_Away - Tchokounte M.(Salama A.)']",31,02.04.2022,19:00,2.0,1.0,1.0,0.0,Home,1.7,3.45,5.4,1.7,True,False,False,False,True,False,False,False,0.0,0.0,0.0,52%,48%,10.0,4.0,5.0,1.0,129.0,108.0,56.0,41.0,3.0,3.0,2.0,0.0,,,1.0,1.0,1.0,3.0,,,0.0,3.0,19.0,17.0,2.0,2.0,https://www.flashscore.com/match/xzV1mVl2/#/match-summary/match-summary
eredivisie,Utrecht,Vitesse,"['17' Yellow_Away - Wittek M.(Nadmierna ostrość)', '23' Yellow_Away - Bazoer R.(Nadmierna ostrość)', '41' Goal_Home - Kerk G.(Ramselaar B.)', '44' Goal_Away - Darfalou O.(Doekhi D.)', '48' Yellow_Home - Maher A.(Podcięcie)', '51' Yellow_Away - Openda L.(Nadmierna ostrość)', '51' Yellow_Home - Mahi M.(Nadmierna ostrość)', '54' Goal_Away - Darfalou O.(Penalty )', '54' Yellow_Home - Oelschlagel E.(Podcięcie)', '57' Goal_Away - Wittek M.(Darfalou O.)', '79' Yellow_Home - Janssen W.(Podcięcie)', '82' Red_Card_Away - Żółta kartka / Bazoer R.(Nadmierna ostrość)', '88' Yellow_Away - Huisman D.(Nadmierna ostrość)', '90+5' Yellow_Away - Bruns T.(Nadmierna ostrość)']",26,14.03.2021,14:30,1.0,3.0,1.0,1.0,Away,1.87,3.7,4.3,4.3,True,True,False,False,False,False,False,False,9.0,3.0,6.0,45%,55%,15.0,10.0,3.0,5.0,129.0,108.0,50.0,31.0,8.0,3.0,4.0,2.0,11.0,15.0,9.0,2.0,1.0,1.0,,,2.0,2.0,15.0,11.0,4.0,6.0,https://www.flashscore.com/match/GEPz7cUr/#/match-summary/match-summary
laliga,Granada,Getafe,"['36' Goal_Away - Unal E.(Cabaco E.)', '45' Yellow_Home - Montoro A.(Nadmierna ostrość)', '60' Yellow_Away - Nyom A.(Podcięcie)', '77' Yellow_Away - Maksimovic N.(Niesportowe zachowanie)', '78' Penalty_Missed_Home - Suarez L.()', '78' Yellow_Away - Unal E.(Niesportowe zachowanie)', '80' Yellow_Away - Soria D.(Opóźnianie gry)', '90+7' Goal_Home - Molina J.(Milla L.)']",11,28.10.2021,20:00,1.0,1.0,0.0,1.0,Draw,2.48,2.87,3.5,2.87,False,False,False,False,False,False,True,False,5.0,5.0,0.0,77%,23%,18.0,6.0,3.0,4.0,135.0,86.0,62.0,18.0,11.0,2.0,4.0,0.0,22.0,20.0,5.0,0.0,3.0,2.0,23.0,24.0,3.0,2.0,10.0,15.0,1.0,4.0,https://www.flashscore.com/match/8rJnk9qB/#/match-summary/match-summary
championship,Middlesbrough,Millwall,"['13' Goal_Home - Watmore D.(Johnson M.)', '15' Goal_Home - Tavernier M.(Morsy S.)', '20' Goal_Home - Watmore D.(Saville G.)', '23' Yellow_Home - Bola M.', '58' Yellow_Away - Hutchinson S.']",18,12.12.2020,16:00,3.0,0.0,3.0,0.0,Home,2.25,3.1,3.5,2.25,True,False,True,False,False,False,False,False,5.0,3.0,2.0,46%,54%,16.0,4.0,6.0,1.0,117.0,127.0,34.0,34.0,5.0,2.0,5.0,1.0,,,7.0,0.0,2.0,2.0,,,1.0,3.0,9.0,14.0,1.0,1.0,https://www.flashscore.com/match/tx1vJAgJ/#/match-summary/match-summary
championship,Sheffield Utd,Stoke,"['27' Yellow_Away - Smith T.', '55' Goal_Away - Brown J.', '56' Yellow_Away - Brown J.', '80' Goal_Home - Mousset L.(Mcdrick D.)', '83' Goal_Home - Mcdrick D.(Stevens E.)']",12,16.10.2021,16:00,2.0,1.0,0.0,0.0,Home,2.2,3.35,3.5,2.2,True,False,False,False,False,False,False,False,5.0,4.0,1.0,54%,46%,16.0,12.0,4.0,4.0,134.0,97.0,49.0,34.0,7.0,5.0,5.0,3.0,10.0,16.0,8.0,4.0,2.0,2.0,7.0,17.0,3.0,2.0,14.0,8.0,0.0,2.0,https://www.flashscore.com/match/pADvyCUS/#/match-summary/match-summary
laliga,Osasuna,Levante,"['38' Goal_Home - Torres R.(Adrian)', '41' Goal_Away - Melero G.(Morales J. L.)', '71' Penalty_Missed_Away - Marti R.()', '74' Yellow_Home - Vidal N.(Podcięcie)', '77' Goal_Away - Marti R.(Campana J.)', '81' Goal_Away - Morales J. L.(Marti R.)', '90+2' Yellow_Home - Torro L.(Faul)']",3,27.09.2020,12:00,1.0,3.0,1.0,1.0,Away,2.21,3.33,3.45,3.45,True,True,False,False,False,False,False,False,5.0,3.0,2.0,40%,60%,9.0,11.0,4.0,5.0,82.0,94.0,40.0,50.0,4.0,5.0,1.0,1.0,22.0,16.0,3.0,7.0,2.0,7.0,,,2.0,3.0,15.0,16.0,2.0,0.0,https://www.flashscore.com/match/nXxdFBlU/#/match-summary/match-summary
2-bundesliga,Heidenheim,Werder Brema,"['39' Goal_Home - Kuhlwetter C.(Theuerkauf N.)', '59' Yellow_Home - Sessa K.', '63' Goal_Home - Schimmer S.(Kuhlwetter C.)', '76' Yellow_Away - Rapp N.', '80' Yellow_Away - Jung A.', '87' Red_Card_Home - Busch M.', '89' Goal_Away - Ducksch M.', '89' Yellow_Home - Muller K.', '90+2' Yellow_Home - Kleindienst T.']",26,12.03.2022,20:30,2.0,1.0,1.0,0.0,Home,3.4,3.6,2.15,3.4,True,False,False,False,False,False,False,False,0.0,0.0,0.0,42%,58%,11.0,19.0,4.0,8.0,92.0,136.0,40.0,72.0,7.0,11.0,,,10.0,15.0,6.0,6.0,1.0,0.0,23.0,17.0,7.0,2.0,13.0,8.0,3.0,2.0,https://www.flashscore.com/match/h8dhfWKE/#/match-summary/match-summary
super-lig,Besiktas,Alanyaspor,"['11' Goal_Home - Tosun C.(Hutchinson A.)', '22' Yellow_Away - Ucan S.(Nadmierna ostrość)', '26' Yellow_Home - Hutchinson A.(Przytrzymywanie)', '53' Yellow_Away - Gulselam C.(Podcięcie)', '58' Goal_Home - Ghezzal R.(Hutchinson A.)', '74' Yellow_Home - Josef(Podcięcie)', '85' Goal_Home - N', '89' Var_Away']",33,07.04.2021,18:00,3.0,0.0,1.0,0.0,Home,1.77,3.7,4.35,1.77,True,False,True,False,False,False,False,False,2.0,2.0,0.0,48%,52%,17.0,13.0,7.0,6.0,104.0,125.0,76.0,74.0,7.0,6.0,3.0,1.0,,,4.0,5.0,1.0,1.0,,,6.0,4.0,14.0,11.0,2.0,2.0,https://www.flashscore.com/match/02ZmapbD/#/match-summary/match-summary
premier-league,Crystal Palace,Manchester Utd,['90+3' Yellow_Home - Riedewald J.(Nadmierna ostrość)'],29,03.03.2021,21:15,0.0,0.0,0.0,0.0,Draw,7.8,4.7,1.46,4.7,False,False,False,False,False,False,False,False,8.0,3.0,5.0,37%,63%,8.0,11.0,2.0,1.0,83.0,129.0,31.0,73.0,3.0,6.0,3.0,4.0,15.0,4.0,4.0,6.0,1.0,2.0,,,1.0,2.0,4.0,13.0,1.0,0.0,https://www.flashscore.com/match/Aw4picf0/#/match-summary/match-summary
super-lig,Ankaragucu,Konyaspor,"['16' Goal_Home - Lobjanidze S.(Pinto T.)', '20' Yellow_Home - Diousse A.', '21' Yellow_Away - Demirok U.', '29' Goal_Away - Penalty Demirok U.(Penalty )', '29' Yellow_Home - Bolingi J.', '38' Goal_Away - Milosevic D.(Skubic N.)', '39' Yellow_Away - Jevtovic M.', '48' Goal_Home - Borven T.(Kitsiou S.)', '70' Goal_Away - Skubic N.(Jevtovic M.)', '78' Goal_Home - Paintsil J.(Lobjanidze S.)', '88' Yellow_Away - Demirbag A.', '89' Goal_Home - Penalty Gural E.(Penalty )', '90' Yellow_Home - Gural E.', '90+1' Yellow_Home - Aygoren E.', '90+5' Red_Card_Home - Żółta kartka / Bolingi J.']",12,12.12.2020,17:00,4.0,3.0,1.0,2.0,Home,3.05,3.2,2.37,3.05,True,True,False,False,True,False,False,False,3.0,6.0,-3.0,41%,59%,11.0,8.0,5.0,4.0,86.0,102.0,70.0,56.0,4.0,3.0,2.0,1.0,,,4.0,2.0,1.0,5.0,,,1.0,1.0,9.0,15.0,5.0,3.0,https://www.flashscore.com/match/SI42UwIr/#/match-summary/match-summary
laliga,Granada,Real Madryt,"['17' Goal_Away - Modric L.(Gutierrez M.)', '38' Yellow_Away - Militao E.(Faul)', '41' Yellow_Home - Molina J.(Podcięcie)', '45+1' Goal_Away - Rodrygo(Marvin)', '49' Yellow_Away - Modric L.(Faul)', '53' Yellow_Home - Nadmierna ostrośćEteki Y.(Nadmierna ostrość)', '63' Yellow_Away - Fernandez N.(Faul)', '71' Goal_Home - Molina J.', '72' Yellow_Home - Quina D.(Nadmierna ostrość)', '75' Goal_Away - Odriozola A.(Hazard E.)', '76' Goal_Away - Benzema K.']",36,13.05.2021,22:00,1.0,4.0,0.0,2.0,Away,8.5,4.9,1.41,1.41,True,True,False,False,False,True,False,False,6.0,6.0,0.0,35%,65%,10.0,16.0,5.0,7.0,111.0,106.0,31.0,43.0,2.0,6.0,3.0,3.0,16.0,18.0,2.0,3.0,1.0,1.0,16.0,11.0,3.0,4.0,15.0,9.0,3.0,3.0,https://www.flashscore.com/match/4W9zb8UG/#/match-summary/match-summary
fortuna-1-liga,Miedź Legnica,Stal Mielec,"['11' Goal_Away - Żyro M.', '15' Goal_Home - Penalty Marquitos(Penalty )', '35' Yellow_Home - Mijuskovic N.', '37' Goal_Away - Żyro M.', '44' Yellow_Away - Żyro M.', '71' Red_Card_Away - Żółta kartka / Żyro M.', '79' Yellow_Away - Getinger K.']",23,02.06.2020,20:40,1.0,2.0,1.0,2.0,Away,2.7,3.4,2.7,2.7,True,False,True,True,False,False,False,False,0.0,0.0,0.0,63%,37%,15.0,12.0,3.0,4.0,93.0,52.0,47.0,28.0,9.0,5.0,3.0,3.0,19.0,9.0,6.0,8.0,0.0,0.0,19.0,15.0,2.0,2.0,9.0,20.0,1.0,3.0,https://www.flashscore.com/match/6L7x68fM/#/match-summary/match-summary
